LB_NOM;VALID_NAME;PHYLUM;CLASS;ORDER;FAMILY;SUBFAMILY;TRIBE;GENUS;SUBGENUS;CD_NOM
Hylaeus pyrenaicus;Hylaeus pyrenaicus Dathe, 2000;Arthropoda;Insecta;Hymenoptera;Colletidae;Hylaeinae;;Hylaeus;Hylaeus;318082
Hylaeus rinki;Hylaeus rinki (Gorski, 1852);Arthropoda;Insecta;Hymenoptera;Colletidae;Hylaeinae;;Hylaeus;Lambdopsis;239794
Hylaeus rubicola;Hylaeus rubicola Saunders, 1850;Arthropoda;Insecta;Hymenoptera;Colletidae;Hylaeinae;;Hylaeus;Dentigera;239795
Hylaeus signatus;Hylaeus signatus (Panzer, 1797);Arthropoda;Insecta;Hymenoptera;Colletidae;Hylaeinae;;Hylaeus;;239796
Hylaeus sinuatus;Hylaeus sinuatus (Schenck, 1853);Arthropoda;Insecta;Hymenoptera;Colletidae;Hylaeinae;;Hylaeus;;239797
Hylaeus soror;Hylaeus soror (Perez, 1903);Arthropoda;Insecta;Hymenoptera;Colletidae;Hylaeinae;;Hylaeus;Paraprosopis;239798
Hylaeus styriacus;Hylaeus styriacus Forster, 1871;Arthropoda;Insecta;Hymenoptera;Colletidae;Hylaeinae;;Hylaeus;Paraprosopis;239801
Hylaeus sulphuripes;Hylaeus sulphuripes (Gribodo, 1894);Arthropoda;Insecta;Hymenoptera;Colletidae;Hylaeinae;;Hylaeus;Spatulariella;239802
Hylaeus taeniolatus;Hylaeus taeniolatus Forster, 1871;Arthropoda;Insecta;Hymenoptera;Colletidae;Hylaeinae;;Hylaeus;Paraprosopis;239803
Hylaeus trinotatus;Hylaeus trinotatus (Perez, 1895);Arthropoda;Insecta;Hymenoptera;Colletidae;Hylaeinae;;Hylaeus;Prosopis;239804
Hylaeus tyrolensis;Hylaeus tyrolensis Forster, 1871;Arthropoda;Insecta;Hymenoptera;Colletidae;Hylaeinae;;Hylaeus;Hylaeus;239805
Hylaeus variegatus;Hylaeus variegatus (Fabricius, 1798);Arthropoda;Insecta;Hymenoptera;Colletidae;Hylaeinae;;Hylaeus;Prosopis;239806
Icteranthidium grohmanni;Icteranthidium grohmanni (Spinola, 1838);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Icteranthidium;;239808
Icteranthidium laterale;Icteranthidium laterale (Latreille, 1809);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Icteranthidium;;239809
Lasioglossum aeratum;Lasioglossum aeratum (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Dialictus;239810
Lasioglossum albipes;Lasioglossum albipes (Fabricius, 1781);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Sphecodogastra;239811
Lasioglossum albocinctum;Lasioglossum albocinctum (Lucas, 1849);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Leuchalictus;239812
Lasioglossum algericolellum;Lasioglossum algericolellum (Strand, 1909);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Sphecodogastra;883877
Lasioglossum algirum;Lasioglossum algirum (Bluthgen, 1923);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Dialictus;808451
Lasioglossum alpigenum;Lasioglossum alpigenum (Dalla Torre, 1877);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;;318094
Lasioglossum angusticeps;Lasioglossum angusticeps (Perkins, 1895);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus;239813
Lasioglossum aureimontanum;Lasioglossum aureimontanum Ebmer, 1970;Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Dialictus;239814
Lasioglossum aureolum;Lasioglossum aureolum (Perez, 1903);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Dialictus;239815
Lasioglossum bavaricum;Lasioglossum bavaricum (Bluthgen, 1930);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Dialictus;239816
Lasioglossum bimaculatum;Lasioglossum bimaculatum (Dours, 1872);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Lasioglossum;239817
Lasioglossum bluethgeni;Lasioglossum bluethgeni Ebmer, 1971;Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus;239818
Lasioglossum brevicorne;Lasioglossum brevicorne (Schenck, 1869);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;;239819
Lasioglossum breviventre;Lasioglossum breviventre (Schenck, 1853);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Lasioglossum;239820
Lasioglossum buccale;Lasioglossum buccale (Perez, 1903);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus;239821
Lasioglossum calceatum;Lasioglossum calceatum (Scopoli, 1763);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Sphecodogastra;239822
Lasioglossum callizonium;Lasioglossum callizonium (Perez, 1895);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;;808445
Lasioglossum clypeare;Lasioglossum clypeare (Schenck, 1853);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus;239825
Lasioglossum convexiusculum;Lasioglossum convexiusculum (Schenck, 1853);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus;239826
Lasioglossum corsicanum;Lasioglossum corsicanum (Bluthgen, 1931);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Dialictus;808453
Lasioglossum corvinum;Lasioglossum corvinum (Morawitz, 1877);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus;239827
Lasioglossum costulatum;Lasioglossum costulatum (Kriechbaumer, 1873);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Lasioglossum;318112
Lasioglossum crassepunctatum;Lasioglossum crassepunctatum (Bluthgen, 1923);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus;239828
Lasioglossum cristula;Lasioglossum cristula (Perez, 1895);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Lasioglossum;239830
Lasioglossum cupromicans;Lasioglossum cupromicans (Perez, 1903);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Dialictus;239831
Lasioglossum discus;Lasioglossum discus (Smith, 1853);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Leuchalictus;816830
Lasioglossum duckei;Lasioglossum duckei (Alfken, 1909);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Dialictus;318117
Lasioglossum elegans;Lasioglossum elegans (Lepeletier, 1841);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus;239833
Lasioglossum euboeense;Lasioglossum euboeense (Strand, 1909);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Sphecodogastra;239834
Lasioglossum fratellum;Lasioglossum fratellum (Perez, 1903);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Sphecodogastra;239835
Lasioglossum fulvicorne;Lasioglossum fulvicorne (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Sphecodogastra;239836
Lasioglossum glabriusculum;Lasioglossum glabriusculum (Morawitz, 1872);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Pyghalictus;239838
Lasioglossum griseolum;Lasioglossum griseolum (Morawitz, 1872);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus;239839
Lasioglossum ibericum;Lasioglossum ibericum Ebmer, 1975;Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus;239840
Lasioglossum inexpectatum;Lasioglossum inexpectatum Flaminio & Pauly, 2024 ;Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus;1054652
Lasioglossum intermedium;Lasioglossum intermedium (Schenck, 1869);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus;239841
Lasioglossum interruptum;Lasioglossum interruptum (Panzer, 1798);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Sphecodogastra;239842
Lasioglossum laeve;Lasioglossum laeve (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Sphecodogastra;239843
Lasioglossum laevidorsum;Lasioglossum laevidorsum (Bluthgen, 1923);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus;239844
Lasioglossum laevigatum;Lasioglossum laevigatum (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Lasioglossum;239845
Lasioglossum laterale;Lasioglossum laterale (Brulle, 1832);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Lasioglossum;1000164
Lasioglossum laticeps;Lasioglossum laticeps (Schenck, 1869);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;;239846
Lasioglossum lativentre;Lasioglossum lativentre (Schenck, 1853);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Lasioglossum;239847
Lasioglossum leucopus;Lasioglossum leucopus (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Dialictus;239848
Lasioglossum leucozonium;Lasioglossum leucozonium (Schrank, 1781);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Leuchalictus;239849
Lasioglossum limbellum;Lasioglossum limbellum (Morawitz, 1876);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus;239850
Lasioglossum lineare;Lasioglossum lineare (Schenck, 1869);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;;239851
Lasioglossum lissonotum;Lasioglossum lissonotum (Noskiewicz, 1926);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Dialictus;239852
Lasioglossum littorale;Lasioglossum littorale (Bluthgen, 1923);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Dialictus;318135
Lasioglossum lucidulum;Lasioglossum lucidulum (Schenck, 1861);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus;239853
Lasioglossum majus;Lasioglossum majus (Nylander, 1852);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Leuchalictus;239854
Lasioglossum malachurum;Lasioglossum malachurum (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Sphecodogastra;239855
Lasioglossum mandibulare;Lasioglossum mandibulare (Morawitz, 1866);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Dialictus;239856
Lasioglossum marginatum;Lasioglossum marginatum (Brulle, 1832);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Biennilaeus;239857
Lasioglossum marginellum;Lasioglossum marginellum (Schenck, 1853);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus;239858
Lasioglossum maurusium;Lasioglossum maurusium (Bluthgen, 1935);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus;815811
Lasioglossum medinai;Lasioglossum medinai (Vachal, 1895);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus;883878
Lasioglossum mediterraneum;Lasioglossum mediterraneum (Bluthgen, 1926);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Sphecodogastra;239860
Lasioglossum mesosclerum;Lasioglossum mesosclerum (Perez, 1903);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus;239861
Lasioglossum minutissimum;Lasioglossum minutissimum (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus;239862
Lasioglossum minutulum;Lasioglossum minutulum (Schenck, 1853);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Sphecodogastra;239863
Lasioglossum monstrificum;Lasioglossum monstrificum (Morawitz, 1891);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus;883879
Lasioglossum morio;Lasioglossum morio (Fabricius, 1793);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Dialictus;239864
Lasioglossum nigripes;Lasioglossum nigripes (Lepeletier, 1841);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Sphecodogastra;239865
Lasioglossum nitidiusculum;Lasioglossum nitidiusculum (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus;239866
Lasioglossum nitidulum;Lasioglossum nitidulum (Fabricius, 1804);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Dialictus;239867
Lasioglossum pallens;Lasioglossum pallens (Brulle, 1832);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Lasioglossum;239868
Lasioglossum parvulum;Lasioglossum parvulum (Schenck, 1853);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus;239869
Lasioglossum pauperatum;Lasioglossum pauperatum (Brulle, 1832);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus;239870
Lasioglossum pauxillum;Lasioglossum pauxillum (Schenck, 1853);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Sphecodogastra;239871
Lasioglossum podolicum;Lasioglossum podolicum (Noskiewicz, 1925);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Dialictus;239874
Lasioglossum politum;Lasioglossum politum (Schenck, 1853);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Pyghalictus;239875
Lasioglossum prasinum;Lasioglossum prasinum (Smith, 1848);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Lasioglossum;239876
Lasioglossum pseudoplanulum;Lasioglossum pseudoplanulum (Bluthgen, 1924);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus;239877
Lasioglossum punctatissimum;Lasioglossum punctatissimum (Schenck, 1853);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus;239878
Lasioglossum puncticolle;Lasioglossum puncticolle (Morawitz, 1872);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus;239879
Lasioglossum pygmaeum;Lasioglossum pygmaeum (Schenck, 1853);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus;239880
Lasioglossum quadrinotatulum;Lasioglossum quadrinotatulum (Schenck, 1861);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus;239881
Lasioglossum quadrinotatum;Lasioglossum quadrinotatum (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Lasioglossum;239882
Lasioglossum quadrisignatum;Lasioglossum quadrisignatum (Schenck, 1853);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus;239883
Lasioglossum rufitarse;Lasioglossum rufitarse (Zetterstedt, 1838);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus;239884
Lasioglossum semilucens;Lasioglossum semilucens (Alfken, 1914);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus;239885
Lasioglossum setulellum;Lasioglossum setulellum (Strand, 1909);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Sphecodogastra;239886
Lasioglossum sexmaculatum;Lasioglossum sexmaculatum (Schenck, 1853);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Lasioglossum;1039439
Lasioglossum sexnotatum;Lasioglossum sexnotatum (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Lasioglossum;239887
Lasioglossum sexstrigatum;Lasioglossum sexstrigatum (Schenck, 1869);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus;318160
Lasioglossum smeathmanellum;Lasioglossum smeathmanellum (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Dialictus;239888
Lasioglossum soror;Lasioglossum soror (Saunders, 1901);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Dialictus;239889
Lasioglossum sphecodimorphum;Lasioglossum sphecodimorphum (Vachal, 1892);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;;239890
Lasioglossum strictifrons;Lasioglossum strictifrons (Vachal, 1895);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus;239891
Lasioglossum subaenescens;Lasioglossum subaenescens (Perez, 1895);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus;239892
Lasioglossum subfasciatum;Lasioglossum subfasciatum (Imhoff, 1832);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Lasioglossum;239893
Lasioglossum subfulvicorne;Lasioglossum subfulvicorne (Bluthgen, 1934);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Sphecodogastra;239894
Lasioglossum subhirtum;Lasioglossum subhirtum (Lepeletier, 1841);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Sphecodogastra;239895
Lasioglossum tarsatum;Lasioglossum tarsatum (Schenck, 1869);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus;239896
Lasioglossum transitorium;Lasioglossum transitorium (Schenck, 1869);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus;239897
Lasioglossum tricinctum;Lasioglossum tricinctum (Schenck, 1874);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Sphecodogastra;239898
Lasioglossum truncaticolle;Lasioglossum truncaticolle (Morawitz, 1877);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus;239899
Lasioglossum villosulum;Lasioglossum villosulum (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus;239900
Lasioglossum virens;Lasioglossum virens (Erichson in Waltl, 1835);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;;318167
Lasioglossum xanthopus;Lasioglossum xanthopus (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Lasioglossum;815156
Lasioglossum zonulum;Lasioglossum zonulum (Smith, 1848);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Leuchalictus;318170
Lithurgus chrysurus;Lithurgus chrysurus Fonscolombe, 1834 ;Arthropoda;Insecta;Hymenoptera;Megachilidae;Lithurginae;;Lithurgus;Lithurgus;239902
Lithurgus cornutus;Lithurgus cornutus (Fabricius, 1787);Arthropoda;Insecta;Hymenoptera;Megachilidae;Lithurginae;;Lithurgus;;239903
Macropis europaea;Macropis europaea Warncke, 1973;Arthropoda;Insecta;Hymenoptera;Melittidae;Melittinae;;Macropis;Macropis;239904
Macropis fulvipes;Macropis fulvipes (Fabricius, 1804);Arthropoda;Insecta;Hymenoptera;Melittidae;Melittinae;;Macropis;;239905
Megachile albisecta;Megachile albisecta (Klug in Germar, 1817);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;;808448
Megachile albocristata;Megachile albocristata Smith, 1853;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Chalicodoma;808463
Megachile alpicola;Megachile alpicola Alfken, 1924;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Megachile;239906
Megachile analis;Megachile analis Nylander, 1852;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Xanthosarus;239907
Megachile apicalis;Megachile apicalis Spinola, 1808 ;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Xanthosarus;1000544
Megachile argentata;Megachile argentata (Fabricius, 1793);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Eutricharaea;1021872
Megachile burdigalensis;Megachile burdigalensis Benoist, 1940;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Eutricharaea;239910
Megachile centuncularis;Megachile centuncularis (Linnaeus, 1758);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;;53157
Megachile circumcincta;Megachile circumcincta (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Xanthosarus;53158
Megachile deceptoria;Megachile deceptoria Perez, 1890;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Eutricharaea;239911
Megachile ericetorum;Megachile ericetorum Lepeletier, 1841;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Pseudomegachile;721013
Megachile fertoni;Megachile fertoni Perez, 1895;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Eutricharaea;239913
Megachile flabellipes;Megachile flabellipes Perez, 1895;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Eutricharaea;239914
Megachile genalis;Megachile genalis Morawitz, 1880;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Megachile;239915
Megachile giraudi;Megachile giraudi Gerstacker, 1869;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Xanthosarus;239916
Megachile lagopoda;Megachile lagopoda (Linnaeus, 1761);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;;239917
Megachile lapponica;Megachile lapponica Thomson, 1872;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Megachile;239918
Megachile leachella;Megachile leachella Curtis, 1828;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Eutricharaea;239919
Megachile lefebvrei;Megachile lefebvrei Lepeletier, 1841;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Chalicodoma;808456
Megachile leucomalla;Megachile leucomalla Gerstacker, 1869;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Eutricharaea;239920
Megachile ligniseca;Megachile ligniseca (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Megachile;239921
Megachile marginata;Megachile marginata Smith, 1853;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Eutricharaea;859813
Megachile maritima;Megachile maritima (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Xanthosarus;53159
Megachile melanogaster;Megachile melanogaster Eversmann, 1852;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Eutricharaea;239922
Megachile melanopyga;Megachile melanopyga Costa, 1863;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Megachile;239923
Megachile nigriventris;Megachile nigriventris Schenck, 1869;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;;53161
Megachile octosignata;Megachile octosignata Nylander, 1852;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Megachile;239924
Megachile opacifrons;Megachile opacifrons Perez, 1897;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Eutricharaea;239925
Megachile parietina;Megachile parietina (Geoffroy in Fourcroy, 1785);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;;712923
Megachile pilicrus;Megachile pilicrus Morawitz, 1877;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Megachile;239928
Megachile pusilla;Megachile pusilla Perez, 1884;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Eutricharaea;967120
Megachile pyrenaea;Megachile pyrenaea Perez, 1890;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Megachile;53163
Megachile pyrenaica;Megachile pyrenaica Lepeletier de Saint-Fargeau, 1841;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;;814874
Megachile rotundata;Megachile rotundata (Fabricius, 1787);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;;239930
Megachile rufescens;Megachile rufescens (Perez, 1880);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;;318208
Megachile sculpturalis;Megachile sculpturalis Smith, 1853;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Callomegachile;707069
Megachile sicula;Megachile sicula (Rossi, 1792);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Chalicodoma;814881
Megachile versicolor;Megachile versicolor Smith, 1844;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Megachile;239934
Megachile willughbiella;Megachile willughbiella (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Xanthosarus;53164
