"BeeFuncID";"VALID_NAME";"CD_NOM";"LB_NOM";"LB_AUTHOR";"INHERITED_FROM";"LB_NOM_INHERITED_FROM";"LB_AUTEUR_INHERITED_FROM";"ORIGIN";"KINGDOM";"PHYLUM";"CLASS";"ORDER";"FAMILY";"SUBFAMILY";"TRIBE";"GENUS";"GROUP1_INPN";"GROUP2_INPN";"GROUP3_INPN";"GENERATION_PER_YEAR";"STATISTIC";"GEOGRAPHIC_EXTENT";"MIN_ALTITUDE_IN_M";"MAX_ALTITUDE_IN_M";"SOURCE";"DATASET_ID";"DATASET_TITLE";"CD_TRAIT";"STATISTIC_ID";"GEOGRAPHIC_EXTENT_ID";"SOURCE_ID"
"bfVol498";"Nomada errans Lepeletier, 1841";"239977";"Nomada errans";"Lepeletier de Saint-Fargeau, 1841";239977;"Nomada errans";"Lepeletier de Saint-Fargeau, 1841";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950667;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol499";"Nomada fabriciana (Linnaeus, 1767)";"239980";"Nomada fabriciana";"(Linnaeus, 1767)";239980;"Nomada fabriciana";"(Linnaeus, 1767)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";2;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950669;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol500";"Nomada facilis Schwarz, 1967";"239981";"Nomada facilis";"Schwarz, 1967";239981;"Nomada facilis";"Schwarz, 1967";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950671;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol501";"Nomada femoralis Morawitz, 1868";"239982";"Nomada femoralis";"Morawitz, 1868";239982;"Nomada femoralis";"Morawitz, 1868";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950675;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol502";"Nomada ferruginata (Linnaeus, 1767)";"239984";"Nomada ferruginata";"(Linnaeus, 1767)";239984;"Nomada ferruginata";"(Linnaeus, 1767)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950677;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol503";"Nomada flava Panzer, 1797";"239985";"Nomada flava";"Panzer, 1797";239985;"Nomada flava";"Panzer, 1797";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950679;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol504";"Nomada flavilabris Morawitz, 1875";"239986";"Nomada flavilabris";"Morawitz, 1875";239986;"Nomada flavilabris";"Morawitz, 1875";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950681;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol505";"Nomada flavopicta (Kirby, 1802)";"239987";"Nomada flavopicta";"(Kirby, 1802)";239987;"Nomada flavopicta";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950685;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol506";"Nomada fucata Panzer, 1798";"239988";"Nomada fucata";"Panzer, 1798";239988;"Nomada fucata";"Panzer, 1798";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";2;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950687;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol507";"Nomada fulvicornis Fabricius, 1793";"239989";"Nomada fulvicornis";"Fabricius, 1793";239989;"Nomada fulvicornis";"Fabricius, 1793";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";2;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950691;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol508";"Nomada fulvicornis Fabricius, 1793";"239989";"Nomada fulvicornis";"Fabricius, 1793";239989;"Nomada fulvicornis";"Fabricius, 1793";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950689;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol509";"Nomada furva Panzer, 1798";"239990";"Nomada furva";"Panzer, 1798";239990;"Nomada furva";"Panzer, 1798";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";2;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950693;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol510";"Nomada glaucopis Perez, 1890";"239991";"Nomada glaucopis";"Pérez, 1890";239991;"Nomada glaucopis";"Pérez, 1890";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950699;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol511";"Nomada goodeniana (Kirby, 1802)";"239992";"Nomada goodeniana";"(Kirby, 1802)";239992;"Nomada goodeniana";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950701;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol512";"Nomada guttulata Schenck, 1861";"239993";"Nomada guttulata";"Schenck, 1861";239993;"Nomada guttulata";"Schenck, 1861";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950707;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol513";"Nomada hirtipes Perez, 1884";"239994";"Nomada hirtipes";"Pérez, 1884";239994;"Nomada hirtipes";"Pérez, 1884";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950709;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol514";"Nomada hungarica Dalla Torre & Friese, 1894";"239995";"Nomada hungarica";"Dalla Torre & Friese, 1894";239995;"Nomada hungarica";"Dalla Torre & Friese, 1894";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950713;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol515";"Nomada illustris Schmiedeknecht, 1882";"239996";"Nomada illustris";"Schmiedeknecht, 1882";239996;"Nomada illustris";"Schmiedeknecht, 1882";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950715;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol516";"Nomada insignipes Schmiedeknecht, 1882";"239997";"Nomada insignipes";"Schmiedeknecht, 1882";239997;"Nomada insignipes";"Schmiedeknecht, 1882";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950717;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol517";"Nomada integra Brulle, 1832";"239998";"Nomada integra";"Brullé, 1832";239998;"Nomada integra";"Brullé, 1832";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950719;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol518";"Nomada italica Dalla Torre & Friese, 1894";"239999";"Nomada italica";"Dalla Torre & Friese, 1894";239999;"Nomada italica";"Dalla Torre & Friese, 1894";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";2;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950721;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol519";"Nomada kohli Schmiedeknecht, 1882";"240001";"Nomada kohli";"Schmiedeknecht, 1882";240001;"Nomada kohli";"Schmiedeknecht, 1882";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";2;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950725;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol520";"Nomada lathburiana (Kirby, 1802)";"240004";"Nomada lathburiana";"(Kirby, 1802)";240004;"Nomada lathburiana";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";2;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950729;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol521";"Nomada leucophthalma (Kirby, 1802)";"240005";"Nomada leucophthalma";"(Kirby, 1802)";240005;"Nomada leucophthalma";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950731;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol522";"Nomada linsenmaieri Schwarz, 1974";"240006";"Nomada linsenmaieri";"Schwarz, 1974";240006;"Nomada linsenmaieri";"Schwarz, 1974";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950733;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol523";"Nomada maculicornis Perez, 1884";"240007";"Nomada maculicornis";"Pérez, 1884";240007;"Nomada maculicornis";"Pérez, 1884";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950735;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol524";"Nomada marshamella (Kirby, 1802)";"240008";"Nomada marshamella";"(Kirby, 1802)";240008;"Nomada marshamella";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950739;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol525";"Nomada mauritanica Lepeletier, 1841";"240009";"Nomada mauritanica";"Lepeletier de Saint-Fargeau, 1841";240009;"Nomada mauritanica";"Lepeletier de Saint-Fargeau, 1841";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950741;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol526";"Nomada melathoracica Imhoff, 1834";"240010";"Nomada melathoracica";"Imhoff, 1834";240010;"Nomada melathoracica";"Imhoff, 1834";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950743;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol527";"Nomada merceti Alfken, 1909";"240011";"Nomada merceti";"Alfken, 1909";240011;"Nomada merceti";"Alfken, 1909";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950745;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol528";"Nomada mocsaryi Schmiedeknecht, 1882";"240012";"Nomada mocsaryi";"Schmiedeknecht, 1882";240012;"Nomada mocsaryi";"Schmiedeknecht, 1882";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950749;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol529";"Nomada mutabilis Morawitz, 1871";"240013";"Nomada mutabilis";"Morawitz, 1871";240013;"Nomada mutabilis";"Morawitz, 1871";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950753;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol530";"Nomada mutica Morawitz, 1872";"240014";"Nomada mutica";"Morawitz, 1872";240014;"Nomada mutica";"Morawitz, 1872";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950755;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol531";"Nomada nigrovaria Perez, 1895";"240016";"Nomada nigrovaria";"Pérez, 1895";240016;"Nomada nigrovaria";"Pérez, 1895";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950757;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol532";"Nomada nobilis Herrich-Schaffer, 1839";"240017";"Nomada nobilis";"Herrich-Schäffer, 1839";240017;"Nomada nobilis";"Herrich-Schäffer, 1839";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950759;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol533";"Nomada obtusifrons Nylander, 1848";"240019";"Nomada obtusifrons";"Nylander, 1848";240019;"Nomada obtusifrons";"Nylander, 1848";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950765;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol534";"Nomada opaca Alfken, 1913";"240020";"Nomada opaca";"Alfken, 1913";240020;"Nomada opaca";"Alfken, 1913";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950767;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol535";"Nomada orbitalis Perez, 1913";"240021";"Nomada orbitalis";"Pérez, 1913";240021;"Nomada orbitalis";"Pérez, 1913";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950769;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol536";"Nomada panurgina Morawitz, 1868";"240022";"Nomada panurgina";"Morawitz, 1868";240022;"Nomada panurgina";"Morawitz, 1868";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950771;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol537";"Nomada panzeri Lepeletier, 1841";"240023";"Nomada panzeri";"Lepeletier de Saint-Fargeau, 1841";240023;"Nomada panzeri";"Lepeletier de Saint-Fargeau, 1841";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950773;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol538";"Nomada panzeri Lepeletier, 1841";"240023";"Nomada panzeri";"Lepeletier de Saint-Fargeau, 1841";240023;"Nomada panzeri";"Lepeletier de Saint-Fargeau, 1841";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";2;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950775;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol539";"Nomada pectoralis Morawitz, 1877";"240024";"Nomada pectoralis";"Morawitz, 1877";240024;"Nomada pectoralis";"Morawitz, 1877";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950777;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol540";"Nomada piccioliana Magretti, 1883";"240025";"Nomada piccioliana";"Magretti, 1883";240025;"Nomada piccioliana";"Magretti, 1883";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950779;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol541";"Nomada pulchra Arnold, 1888";"240026";"Nomada pulchra";"Arnold, 1888";240026;"Nomada pulchra";"Arnold, 1888";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950785;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol542";"Nomada rhenana Morawitz, 1872";"240028";"Nomada rhenana";"Morawitz, 1872";240028;"Nomada rhenana";"Morawitz, 1872";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";2;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950787;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
